player,isHome,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,xgot,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,match_id,x,y,distance,angle,dist_squared,dist_angle,dist_to_center,dist_to_goal_line,bodyPart_str,is_header,is_home,minute,is_goal,my_xG
"{'name': 'Alexsander', 'firstName': 'Alexsander', 'slug': 'alexsander', 'shortName': 'Alexsander', 'position': 'M', 'jerseyNumber': '5', 'userCount': 1979, 'gender': 'M', 'id': 1185617, 'fieldTranslations': {'nameTranslation': {'ar': 'Gomes da Costa, Alexsander Cristhian'}, 'shortNameTranslation': {'ar': 'A. C. G. d. Costa'}}}",True,left-foot,right,"{'x': 0, 'y': 34.5, 'z': 19.4}","{'x': 1.6, 'y': 64.3, 'z': 0}",0.0084802620112896,0.0,"{'name': 'Agustín Rossi', 'slug': 'agustin-rossi', 'shortName': 'A. Rossi', 'position': 'G', 'jerseyNumber': '1', 'userCount': 10903, 'gender': 'M', 'sofascoreId': 'AgustinRossi', 'id': 1140986, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغستين روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}, 'shortNameTranslation': {'ar': 'أ. روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}}}",6247223,90,4.0,5609,"{'start': {'x': 48.6, 'y': 55.6}, 'block': {'x': 64.3, 'y': 1.6}, 'end': {'x': 65.5, 'y': 0}, 'goal': {'x': 65.5, 'y': 80.6}}",1,691,209,shot,,13472615,55.6,48.6,44.42206658857735,9.415495830150006,1973.3200000000002,418.2557827313959,1.3999999999999986,44.4,,0,1,90,0,0.04074425
"{'name': 'Bruno Henrique', 'slug': 'bruno-henrique', 'shortName': 'B. Henrique', 'position': 'F', 'jerseyNumber': '27', 'userCount': 33804, 'gender': 'M', 'sofascoreId': 'B.henrique', 'id': 795291, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو هنريكي', 'bn': 'ব্রুনো হেনরিক', 'hi': 'ब्रूनो हेनरिक'}, 'shortNameTranslation': {'ar': 'ب. هنريكي', 'bn': 'বি. হেনরিক', 'hi': 'बी. हेनरिक'}}}",False,head,low-right,"{'x': 0, 'y': 45.8, 'z': 10.1}",,0.055576875805855,0.61474347114563,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6247221,90,2.0,5506,"{'start': {'x': 45.1, 'y': 9.2}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 89.9}}",1,794,106,shot,regular,13472615,9.2,45.1,90.93211753830437,4.603130728357881,8268.650000000001,418.57242443521943,4.899999999999999,90.8,,0,0,90,1,0.05575854
"{'name': 'Bruno Henrique', 'slug': 'bruno-henrique', 'shortName': 'B. Henrique', 'position': 'F', 'jerseyNumber': '27', 'userCount': 33804, 'gender': 'M', 'sofascoreId': 'B.henrique', 'id': 795291, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو هنريكي', 'bn': 'ব্রুনো হেনরিক', 'hi': 'ब्रूनो हेनरिक'}, 'shortNameTranslation': {'ar': 'ب. هنريكي', 'bn': 'বি. হেনরিক', 'hi': 'बी. हेनरिक'}}}",False,right-foot,left,"{'x': 0, 'y': 62, 'z': 12.5}",,0.081383511424065,0.0,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6247218,90,,5366,"{'start': {'x': 43.6, 'y': 9}, 'end': {'x': 38, 'y': 0}, 'goal': {'x': 38, 'y': 87.5}}",1,34,2666,shot,,13472615,9.0,43.6,91.22477733598477,4.58375289937162,8321.960000000001,418.15183760835066,6.399999999999999,91.0,,0,0,90,0,0.06265188
"{'name': 'Giorgian De Arrascaeta', 'slug': 'giorgian-de-arrascaeta', 'shortName': 'Arrascaeta', 'position': 'M', 'jerseyNumber': '10', 'userCount': 86628, 'gender': 'M', 'sofascoreId': 'G10DeArrascaeta', 'id': 333587, 'fieldTranslations': {'nameTranslation': {'ar': 'جيورجيان دي أراسكايتا', 'bn': 'জর্জিয়ান ডি আরাসকায়েটা', 'hi': 'जियोर्जियन डी अर्रास्काटा'}, 'shortNameTranslation': {'ar': 'ج. دي أراسكايتا', 'bn': 'জি. ডি আরাসকায়েটা', 'hi': 'जी. डी अर्रास्काटा'}}}",False,right-foot,low-left,"{'x': 0, 'y': 52.4, 'z': 19}","{'x': 4.2, 'y': 44.2, 'z': 0}",0.049820404499769,0.0,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6247217,90,,5363,"{'start': {'x': 37.9, 'y': 12.2}, 'block': {'x': 44.2, 'y': 4.2}, 'end': {'x': 47.6, 'y': 0}, 'goal': {'x': 47.6, 'y': 81}}",1,37,2663,shot,,13472615,12.2,37.9,88.62984824538513,4.685326841967081,7855.249999999998,415.25980698357193,12.100000000000001,87.8,,0,0,90,0,0.015666539
"{'name': 'Gonzalo Plata', 'slug': 'gonzalo-plata', 'shortName': 'G. Plata', 'position': 'M', 'jerseyNumber': '19', 'userCount': 20504, 'gender': 'M', 'sofascoreId': 'gonzaloplata', 'id': 937937, 'fieldTranslations': {'nameTranslation': {'ar': 'غونزالو بلاتا', 'bn': 'গঞ্জালো প্লাটা', 'hi': 'गोंजालो प्लाटा'}, 'shortNameTranslation': {'ar': 'غ. بلاتا', 'bn': 'জি.প্লাটা', 'hi': 'जी. प्लाटा'}}}",False,head,left,"{'x': 0, 'y': 55.4, 'z': 16.5}",,0.050920132547617,0.0,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6247215,89,,5334,"{'start': {'x': 56.6, 'y': 8.7}, 'end': {'x': 44.6, 'y': 0}, 'goal': {'x': 44.6, 'y': 83.5}}",2,66,2634,shot,,13472615,8.7,56.6,91.5382433740128,4.5674402433756525,8379.249999999996,418.0954565943807,6.600000000000001,91.3,,0,0,89,0,0.06762506
"{'name': 'Caio Paulista', 'slug': 'caio-paulista', 'shortName': 'C. Paulista', 'position': 'D', 'jerseyNumber': '38', 'userCount': 1649, 'gender': 'M', 'id': 931591, 'fieldTranslations': {'nameTranslation': {'ar': 'كايو باوليستا', 'bn': 'কাইও পলিস্তা', 'hi': 'कैयो पॉलिस्ता'}, 'shortNameTranslation': {'ar': 'ك. باوليستا', 'bn': 'সি. পলিস্তা', 'hi': 'सी. पॉलिस्ता'}}}",True,left-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 19}","{'x': 11.1, 'y': 63, 'z': 0}",0.067913383245468,0.0,"{'name': 'Agustín Rossi', 'slug': 'agustin-rossi', 'shortName': 'A. Rossi', 'position': 'G', 'jerseyNumber': '1', 'userCount': 10903, 'gender': 'M', 'sofascoreId': 'AgustinRossi', 'id': 1140986, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغستين روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}, 'shortNameTranslation': {'ar': 'أ. روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}}}",6247197,85,,5061,"{'start': {'x': 65.5, 'y': 13.2}, 'block': {'x': 63, 'y': 11.1}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 81}}",6,339,2361,shot,,13472615,13.2,65.5,88.17306845063293,4.680185212197075,7774.49,412.6662910766927,15.5,86.8,,0,1,85,0,0.017484972
"{'name': 'Everton', 'firstName': 'Everton', 'slug': 'everton', 'shortName': 'Everton', 'position': 'M', 'jerseyNumber': '11', 'userCount': 12417, 'gender': 'M', 'sofascoreId': 'Evertons', 'id': 386198, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرتون', 'bn': 'এভারটন', 'hi': 'एवर्टन'}, 'shortNameTranslation': {'ar': 'إيفرتون', 'bn': 'এভারটন', 'hi': 'एवर्टन'}}}",False,right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 19}","{'x': 9.4, 'y': 44.6, 'z': 0}",0.13956488668919,0.0,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6247196,85,,5046,"{'start': {'x': 42.1, 'y': 14.3}, 'block': {'x': 44.6, 'y': 9.4}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 81}}",6,354,2346,shot,,13472615,14.3,42.1,86.0633487612468,4.849815848686876,7406.9000000000015,417.3913928133607,7.899999999999999,85.7,,0,0,85,0,0.024895271
"{'name': 'Giorgian De Arrascaeta', 'slug': 'giorgian-de-arrascaeta', 'shortName': 'Arrascaeta', 'position': 'M', 'jerseyNumber': '10', 'userCount': 86628, 'gender': 'M', 'sofascoreId': 'G10DeArrascaeta', 'id': 333587, 'fieldTranslations': {'nameTranslation': {'ar': 'جيورجيان دي أراسكايتا', 'bn': 'জর্জিয়ান ডি আরাসকায়েটা', 'hi': 'जियोर्जियन डी अर्रास्काटा'}, 'shortNameTranslation': {'ar': 'ج. دي أراسكايتا', 'bn': 'জি. ডি আরাসকায়েটা', 'hi': 'जी. डी अर्रास्काटा'}}}",False,head,low-centre,"{'x': 0, 'y': 50.6, 'z': 19}","{'x': 10.2, 'y': 45.1, 'z': 0}",0.025380797684193,0.0,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6247213,81,,4845,"{'start': {'x': 44.2, 'y': 12.4}, 'block': {'x': 45.1, 'y': 10.2}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 81}}",10,555,2145,shot,,13472615,12.4,44.2,87.79179916142509,4.764122148221442,7707.399999999999,418.2508548171539,5.799999999999997,87.6,,0,0,81,0,0.0684491
"{'name': 'Giorgian De Arrascaeta', 'slug': 'giorgian-de-arrascaeta', 'shortName': 'Arrascaeta', 'position': 'M', 'jerseyNumber': '10', 'userCount': 86628, 'gender': 'M', 'sofascoreId': 'G10DeArrascaeta', 'id': 333587, 'fieldTranslations': {'nameTranslation': {'ar': 'جيورجيان دي أراسكايتا', 'bn': 'জর্জিয়ান ডি আরাসকায়েটা', 'hi': 'जियोर्जियन डी अर्रास्काटा'}, 'shortNameTranslation': {'ar': 'ج. دي أراسكايتا', 'bn': 'জি. ডি আরাসকায়েটা', 'hi': 'जी. डी अर्रास्काटा'}}}",False,left-foot,low-centre,"{'x': 0, 'y': 51.5, 'z': 19}","{'x': 15.1, 'y': 44.8, 'z': 0}",0.03280857950449,0.0,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6247193,77,,4570,"{'start': {'x': 43.6, 'y': 19.8}, 'block': {'x': 44.8, 'y': 15.1}, 'end': {'x': 48.5, 'y': 0}, 'goal': {'x': 48.5, 'y': 81}}",14,830,1870,shot,,13472615,19.8,43.6,80.45495634204272,5.192909075560503,6473.0,417.7952729624177,6.399999999999999,80.2,,0,0,77,0,0.012819984
"{'name': 'Renzo Saravia', 'firstName': '', 'lastName': '', 'slug': 'renzo-saravia', 'shortName': 'R. Saravia', 'position': 'D', 'jerseyNumber': '26', 'userCount': 1136, 'gender': 'M', 'id': 315916, 'fieldTranslations': {'nameTranslation': {'ar': 'رينزو سارافيا', 'bn': 'রেনজো সারাভিয়া', 'hi': 'रेन्ज़ो साराविया'}, 'shortNameTranslation': {'ar': 'ر. سارافيا', 'bn': 'আর. সারাভিয়া', 'hi': 'आर. साराविया'}}}",True,right-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 2.5}","{'x': 0.5, 'y': 52.7, 'z': 0}",0.033872548490763,0.36985409259796,"{'name': 'Agustín Rossi', 'slug': 'agustin-rossi', 'shortName': 'A. Rossi', 'position': 'G', 'jerseyNumber': '1', 'userCount': 10903, 'gender': 'M', 'sofascoreId': 'AgustinRossi', 'id': 1140986, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغستين روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}, 'shortNameTranslation': {'ar': 'أ. روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}}}",6247135,75,,4456,"{'start': {'x': 64, 'y': 6.1}, 'block': {'x': 52.7, 'y': 0.5}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 97.5}}",16,944,1756,shot,,13472615,6.1,64.0,94.93792708923026,4.367405102244073,9013.210000000001,414.63238716598005,14.0,93.9,,0,1,75,0,0.04563336
"{'name': 'Samuel Lino', 'slug': 'samuel-lino', 'shortName': 'S. Lino', 'position': 'M', 'jerseyNumber': '16', 'userCount': 22216, 'gender': 'M', 'sofascoreId': 'osamuellino', 'id': 874705, 'fieldTranslations': {'nameTranslation': {'ar': 'صامويل لينو', 'bn': 'স্যামুয়েল লিনো', 'hi': 'सैमुअल लिनो'}, 'shortNameTranslation': {'ar': 'ص. لينو', 'bn': 'এস. লিনো', 'hi': 'एस. लिनो'}}}",False,head,low-centre,"{'x': 0, 'y': 49.4, 'z': 13.3}","{'x': 1.9, 'y': 47.5, 'z': 0}",0.25290769338608,0.16933897137642,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6247078,59,,3526,"{'start': {'x': 43, 'y': 7.7}, 'block': {'x': 47.5, 'y': 1.9}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 86.7}}",32,1874,826,shot,,13472615,7.7,43.0,92.565058202326,4.515649777433533,8568.289999999999,417.99138446945545,7.0,92.3,,0,0,59,0,0.085621916
"{'name': 'Rony', 'slug': 'rony', 'shortName': 'Rony', 'position': 'F', 'jerseyNumber': '11', 'userCount': 5649, 'gender': 'M', 'sofascoreId': 'Rony', 'id': 835260, 'fieldTranslations': {'nameTranslation': {'ar': 'روني', 'bn': 'রনি', 'hi': 'रोनी'}, 'shortNameTranslation': {'ar': 'روني', 'bn': 'রনি', 'hi': 'रोनी'}}}",True,right-foot,low-right,"{'x': 0, 'y': 47, 'z': 2.5}","{'x': 6.2, 'y': 68.4, 'z': 0}",0.15115457773209,0.26745527982712,"{'name': 'Agustín Rossi', 'slug': 'agustin-rossi', 'shortName': 'A. Rossi', 'position': 'G', 'jerseyNumber': '1', 'userCount': 10903, 'gender': 'M', 'sofascoreId': 'AgustinRossi', 'id': 1140986, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغستين روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}, 'shortNameTranslation': {'ar': 'أ. روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}}}",6247076,58,,3436,"{'start': {'x': 70.9, 'y': 7.1}, 'block': {'x': 68.4, 'y': 6.2}, 'end': {'x': 53, 'y': 0}, 'goal': {'x': 53, 'y': 97.5}}",33,1964,736,shot,,13472615,7.1,70.9,95.2219512507489,4.295390664319697,9067.220000000001,409.01548044077214,20.900000000000006,92.9,,0,1,58,0,0.042702045
"{'name': 'Dudu', 'slug': 'dudu', 'shortName': 'Dudu', 'position': 'F', 'jerseyNumber': '92', 'userCount': 5173, 'gender': 'M', 'sofascoreId': '7_dudu', 'id': 147464, 'fieldTranslations': {'nameTranslation': {'ar': 'دودو'}, 'shortNameTranslation': {'ar': 'دودو'}}}",True,left-foot,high-left,"{'x': 0, 'y': 58.3, 'z': 86.1}",,0.036143947392702,0.0,"{'name': 'Agustín Rossi', 'slug': 'agustin-rossi', 'shortName': 'A. Rossi', 'position': 'G', 'jerseyNumber': '1', 'userCount': 10903, 'gender': 'M', 'sofascoreId': 'AgustinRossi', 'id': 1140986, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغستين روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}, 'shortNameTranslation': {'ar': 'أ. روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}}}",6247000,48,,2821,"{'start': {'x': 29.7, 'y': 10.6}, 'end': {'x': 41.7, 'y': 0}, 'goal': {'x': 41.7, 'y': 13.9}}",43,2579,121,shot,,13472615,10.6,29.7,91.67578742503389,4.459400847591234,8404.450000000003,408.8190841467899,20.3,89.4,,0,1,48,0,0.06251046
"{'name': 'Wallace Yan', 'firstName': 'Wallace', 'slug': 'wallace', 'shortName': 'Wallace', 'position': 'F', 'jerseyNumber': '64', 'userCount': 6407, 'gender': 'M', 'id': 1466084, 'fieldTranslations': {'nameTranslation': {'ar': 'والاس يان', 'bn': 'ওয়ালেস ইয়ান', 'hi': 'वालेस यान'}, 'shortNameTranslation': {'ar': 'والاس', 'bn': 'ওয়ালেস', 'hi': 'वालेस'}}}",False,right-foot,left,"{'x': 0, 'y': 61.2, 'z': 2.8}",,0.14890624582767,0.0,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6246932,45,1.0,2709,"{'start': {'x': 59.5, 'y': 11.3}, 'end': {'x': 38.8, 'y': 0}, 'goal': {'x': 38.8, 'y': 97.2}}",1,2691,9,shot,,13472615,11.3,59.5,89.20728669789257,4.672229802162348,7957.9400000000005,416.79694347993444,9.5,88.7,,0,0,45,0,0.041272715
"{'name': 'Alexsander', 'firstName': 'Alexsander', 'slug': 'alexsander', 'shortName': 'Alexsander', 'position': 'M', 'jerseyNumber': '5', 'userCount': 1979, 'gender': 'M', 'id': 1185617, 'fieldTranslations': {'nameTranslation': {'ar': 'Gomes da Costa, Alexsander Cristhian'}, 'shortNameTranslation': {'ar': 'A. C. G. d. Costa'}}}",True,left-foot,right,"{'x': 0, 'y': 38.3, 'z': 8.3}",,0.026402667164803,0.0,"{'name': 'Agustín Rossi', 'slug': 'agustin-rossi', 'shortName': 'A. Rossi', 'position': 'G', 'jerseyNumber': '1', 'userCount': 10903, 'gender': 'M', 'sofascoreId': 'AgustinRossi', 'id': 1140986, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغستين روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}, 'shortNameTranslation': {'ar': 'أ. روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}}}",6246930,45,,2644,"{'start': {'x': 39.3, 'y': 24.4}, 'end': {'x': 61.7, 'y': 0}, 'goal': {'x': 61.7, 'y': 91.7}}",1,56,2644,shot,,13472615,24.4,39.3,76.35345440777384,5.43490388716629,5829.8499999999985,414.97368615938416,10.700000000000003,75.6,,0,1,45,0,0.044859402
"{'name': 'Léo Pereira', 'slug': 'leo-pereira', 'shortName': 'L. Pereira', 'position': 'D', 'jerseyNumber': '4', 'userCount': 8485, 'gender': 'M', 'sofascoreId': 'leopereira4', 'id': 358548, 'fieldTranslations': {'nameTranslation': {'ar': 'ليو بيريرا', 'bn': 'লিও পেরেইরা', 'hi': 'लियो परेरा'}, 'shortNameTranslation': {'ar': 'ل. بيريرا', 'bn': 'এল. পেরেরা', 'hi': 'एल. परेरा'}}}",False,left-foot,high,"{'x': 0, 'y': 51.1, 'z': 84.7}",,0.85620492696762,0.0,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6246900,41,,2413,"{'start': {'x': 49, 'y': 2.7}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 15.3}}",5,287,2413,shot,,13472615,2.7,49.0,97.30513861045571,4.3079475106201555,9468.289999999999,419.1854296474619,1.0,97.3,,0,0,41,0,0.48367703
"{'name': 'Samuel Lino', 'slug': 'samuel-lino', 'shortName': 'S. Lino', 'position': 'M', 'jerseyNumber': '16', 'userCount': 22216, 'gender': 'M', 'sofascoreId': 'osamuellino', 'id': 874705, 'fieldTranslations': {'nameTranslation': {'ar': 'صامويل لينو', 'bn': 'স্যামুয়েল লিনো', 'hi': 'सैमुअल लिनो'}, 'shortNameTranslation': {'ar': 'ص. لينو', 'bn': 'এস. লিনো', 'hi': 'एस. लिनो'}}}",False,right-foot,low-right,"{'x': 0, 'y': 47.4, 'z': 19}","{'x': 2, 'y': 47.8, 'z': 0}",0.020941395312548,0.051039751619101,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6246899,40,,2382,"{'start': {'x': 26.2, 'y': 22.5}, 'block': {'x': 47.8, 'y': 2}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 81}}",6,318,2382,shot,,13472615,22.5,26.2,81.07212837961022,4.943094589899162,6572.6900000000005,400.7471991848616,23.8,77.5,,0,0,40,0,0.01766312
"{'name': 'Ayrton Lucas', 'slug': 'ayrton-lucas', 'shortName': 'A. Lucas', 'position': 'D', 'jerseyNumber': '6', 'userCount': 7172, 'gender': 'M', 'sofascoreId': 'AyrtonLucas', 'id': 818473, 'fieldTranslations': {'nameTranslation': {'ar': 'آيرتون لوكاس', 'bn': 'আয়ার্টন লুকাস', 'hi': 'आयर्टन लुकास'}, 'shortNameTranslation': {'ar': 'آ. لوكاس', 'bn': 'আয়ার্টন লুকাস', 'hi': 'आयर्टन लुकास'}}}",False,left-foot,right,"{'x': 0, 'y': 37.6, 'z': 4.2}",,0.18640211224556,0.0,"{'name': 'Everson', 'slug': 'everson', 'shortName': 'Everson', 'position': 'G', 'jerseyNumber': '22', 'userCount': 2199, 'gender': 'M', 'id': 870748, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}, 'shortNameTranslation': {'ar': 'إيفرسون', 'bn': 'এভারসন', 'hi': 'एवरसन'}}}",6246896,37,,2182,"{'start': {'x': 40.6, 'y': 10.2}, 'end': {'x': 62.4, 'y': 0}, 'goal': {'x': 62.4, 'y': 95.8}}",9,518,2182,shot,,13472615,10.2,40.6,90.29064181851848,4.617396369536796,8152.399999999998,416.90768173597445,9.399999999999999,89.8,,0,0,37,0,0.048787404
"{'name': 'Bernard', 'slug': 'bernard', 'shortName': 'Bernard', 'position': 'M', 'jerseyNumber': '11', 'userCount': 2377, 'gender': 'M', 'id': 241488, 'fieldTranslations': {'nameTranslation': {'ar': 'برنارد', 'bn': 'বার্নার্ড', 'hi': 'बर्नार्ड'}, 'shortNameTranslation': {'ar': 'برنارد', 'bn': 'বার্নার্ড', 'hi': 'बर्नार्ड'}}}",True,right-foot,low-centre,"{'x': 0, 'y': 48.4, 'z': 5.7}",,0.69997435808182,0.98014783859253,"{'name': 'Agustín Rossi', 'slug': 'agustin-rossi', 'shortName': 'A. Rossi', 'position': 'G', 'jerseyNumber': '1', 'userCount': 10903, 'gender': 'M', 'sofascoreId': 'AgustinRossi', 'id': 1140986, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغستين روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}, 'shortNameTranslation': {'ar': 'أ. روسي', 'bn': 'অগাস্টিন রসি', 'hi': 'अगस्टिन रॉसी'}}}",6246891,34,,2039,"{'start': {'x': 50.3, 'y': 4.2}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 94.3}}",12,661,2039,shot,regular,13472615,4.2,50.3,95.80046972744967,4.375752926967682,9177.73,419.1991858147667,0.29999999999999716,95.8,,0,1,34,1,0.57792574
